x,y,rot
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1693961955957029,-0.0054036837690052825,-1.9453178771132433
0.30850020522844335,-0.009725070263492563,-1.5678258957454558
0.46015955886149357,-0.013226836947961918,-0.9675147235581364
0.624929372679886,-0.014548022246932114,0.061415639448716516
0.7884560889702843,-0.012999326391037968,0.8768454458165059
0.9681780562392744,-0.009623053849040478,1.1477191180038255
1.154544442601049,-0.0059820087499484215,1.1186320659692721
1.3572275814704224,-0.0016330159886289906,1.351330850656591
1.5704075286296872,0.003826774980895131,1.6129482728439126
1.794647753444047,0.010970931038897194,2.0191053991288896
2.014098614470287,0.020877718102904296,3.1984728213162104
2.231132500958257,0.03486801876547899,4.2463464935035224
2.442464681635248,0.05345795436664523,5.657970353190835
2.6528006807585855,0.07748165463096376,7.652575275378135
2.8681124639326363,0.10988202049141825,9.307023947565465
3.080375297413434,0.1483680966969124,11.181316069752794
3.2931027361044523,0.19357863002364617,12.941275116940105
3.4984983939172207,0.24502139018798846,15.066682164127421
3.7010557069719114,0.30297218438181667,16.90539958631476
3.89781634815546,0.3666540569012393,18.949448258502088
4.08865364269443,0.43579236789141923,20.93732193068943
4.2730462759916925,0.5101240789359549,22.96418917787679
4.45372823667509,0.5908507605530973,25.11441285006415
4.632644926411224,0.6781264477247287,27.03223012225148
4.805898765693658,0.7708532675246823,29.284453794438775
4.96568166888749,0.8649616460441106,31.771539966626158
5.118174777539478,0.9633172949394482,33.94226363881347
5.255726689719484,1.0606228529319135,36.37080606100078
5.3896864734159085,1.1632401837789685,38.7170422331883
5.514556237175472,1.2677473688166736,40.83633494287554
5.636743326696802,1.3762109001593872,42.617027365062945
5.751603290787993,1.48683326455188,45.12879478725023
5.8621195003784345,1.6020543256426092,47.218786768618045
5.966392340820662,1.7190191245423347,49.2911733816249
6.0670996300052265,1.8398792353458204,51.26946580381239
6.1596440528097816,1.960848711529113,53.75627697599984
6.2458125067945875,2.0832849666266804,55.95231912318732
6.325839982610528,2.206264232474209,57.935667795374655
6.401396219747661,2.331655780011966,59.98699190838136
6.470161351152768,2.4557435174466864,61.96054646474906
6.534666936827021,2.5818518816124505,63.8815076869364
6.594242555577618,2.708187034442128,65.58940010912387
6.648826493536994,2.834448425392534,67.84904878131123
6.701926768177889,2.9728693224469014,70.02562870349848
6.7441132656179255,3.0997961850612348,72.89849099290453
6.779790183258507,3.23020329864543,76.75803966509186
6.806832683400881,3.3645011370776867,80.41899458727899
6.825553810826856,3.5053271136622794,84.36120575946623
6.835784081143697,3.6499642152688745,87.50257987247298
6.837610003898029,3.7927901258874406,91.09605935384097
6.829884778686329,3.930323373667879,95.43482045102822
6.811276887672356,4.074595180668655,99.08363213903498
6.783275091927234,4.221213265403181,102.41543037040279
6.742453047775728,4.386445782697665,105.53466029259016
6.690717548067762,4.546796571698966,110.27089065559701
6.620590374237082,4.7183661147182,113.9730269369644
6.536268251535715,4.890385288090171,118.43490685915187
6.431882307323449,5.06546635795492,123.29121803133874
6.308851995344815,5.235251799191167,128.2846354535259
6.158707840620717,5.4128641021808,132.0267778757134
5.9898106170961025,5.58614132656335,136.38300779790072
5.793923184521138,5.761348488528968,140.03935064840746
5.577631283116498,5.928903197174493,144.40968631727515
5.3365868307826245,6.08829196037098,148.74894768946282
5.073243135704934,6.234881059586279,153.08082136164978
4.7891250722236,6.365597648039795,157.56792634633712
4.486905993824703,6.4765945000390595,161.79561251852508
4.165506659102489,6.569745665244597,166.0960674407124
3.825906184640394,6.640582288149862,170.1188973628998
3.4700045485567643,6.69035066855311,174.04080266340662
3.1032594622926037,6.715559943504823,178.2089696447745
2.741412162453142,6.713837653380147,-178.16488793303768
2.389259104280822,6.701070539747021,-177.75382051085015
2.072956537031078,6.684820368385503,-175.94771558866282
1.7910214793807908,6.662769915215026,-175.03218567897588
1.5417618968474953,6.639332864640107,-173.940462006788
1.3025852685851147,6.610042746243365,-172.13042589710048
1.0816601452857373,6.5748686427719045,-169.2345267840931
0.8662543399671652,6.527252363641363,-166.45892203690622
0.6414464749676325,6.468872768352861,-164.0723300555382
0.4172381424997529,6.398601298419629,-161.39988138335062
0.19265121841896843,6.317461497810467,-158.55748896116336
-0.03416673665995801,6.222330354812207,-155.98960262647606
-0.26305614244622905,6.114008362221668,-153.48092851347005
-0.4933192922590954,5.993294958786734,-151.09314234128357
-0.7210017844049325,5.861254570083275,-148.57691241909583
-0.9465486405033634,5.716260632948102,-146.1228829377284
-1.1666591942433433,5.560925370585858,-143.3381217655398
-1.3843540583034506,5.391409592539435,-140.86206059335183
-1.5962999539034213,5.210347428516894,-138.17322442116503
-1.8035385441208298,5.016669515425959,-135.6111569989781
-2.0038240515581047,4.811144038805695,-133.01301457679094
-2.1956184713632854,4.595716816122236,-130.3089784046034
-2.376378563196578,4.3715667831269,-127.36492973241614
-2.548404089960313,4.136001107070102,-124.94468142272846
-2.7095438406989745,3.891735404886477,-121.92340150054072
-2.862868334905316,3.63119328539123,-119.02299657835417
-2.9994196386667764,3.365896891609542,-115.16765415616727
-3.123909581935963,3.075624240333041,-111.35264873065944
-3.2388292856039054,2.736414017582542,-106.39981769125289
-3.3206869691559784,2.41002325919002,-101.41307526906506
-3.3711476808013203,2.0722187631427675,-95.96509560019686
-3.380074766182406,1.8006112946791784,-85.37550942800954
-3.3295480982425762,1.589333373795667,-65.47662325582239
-3.2307742539037445,1.451687821977319,-44.7877308336343
-3.074926926939196,1.332221988433144,-31.4110259114473
-2.9074170836787614,1.2455990673325832,-24.64348902676023
-2.764857890236631,1.1781229283706185,-25.9951653545724
-2.649115497008912,1.1221235060580836,-25.556228919884983
-2.563788043377658,1.0812607951267212,-25.483136056877942
-2.4953357516999652,1.049668363324405,-23.989862825509793
-2.440054766654043,1.0252008527044056,-24.068268199225095
-2.416388826579427,1.0145035537316116,-24.358365559661873
-2.4141591116703633,1.013494596931782,-24.303615124196764
-2.417122403611382,1.0148316837841973,-24.273927188731044
-2.4176218512612464,1.0150569991510532,-24.27918476654399
-2.4175552683052026,1.0150269348044216,-24.299217444356806
-2.417588561152114,1.015041963946186,-24.296556272169703
-2.417588561152114,1.015041963946186,-24.295757599982018
-2.417588561152114,1.015041963946186,-24.29850892779381
-2.417588561152114,1.015041963946186,-24.29910400560665
-2.417588561152114,1.015041963946186,-24.299173692599023
-2.417588561152114,1.015041963946186,-24.29595046123174
-2.417588561152114,1.015041963946186,-24.291276789043515
