0,0,1,0,0
0.0949894152724462,0.0006213310651785875,1,0,0
0.3684927030948012,0.004715296424878446,1,0,0
0.579230690309793,0.015075591301967783,1,0,0
0.6232218153686715,0.023287562496516312,1,0,0
0.6661381675865199,0.03380227878833564,3,0,0
0.7078778973027382,0.04678235524954166,3,0,0
0.7483509044780767,0.06235352138680206,3,0,0
0.7874784329151889,0.08060623775202114,3,0,0
0.8251926644791803,0.10159731255302562,5,0,0
0.8614363133181604,0.12535151826424773,5,0,0
0.8961622200837933,0.15186320823741184,5,0,0
0.9293329461518487,0.18109793331221669,5,0,0
0.9609203678427523,0.21299405842702201,5,0,0
0.990905270642136,0.24746437922953302,5,0,0
1.0192769434213902,0.28439773868748297,5,0,0
1.0460327726582135,0.32366064369932035,5,0,0
1.0711778366571638,0.36509888170489235,5,0,0
1.0947244997702088,0.4085391372961289,5,0,0
1.1166920066172776,0.45379060882772926,5,0,0
1.1559984966563108,0.548886261608764,5,0,0
1.1893734494738413,0.6485711333469637,3,0,0
1.2171771221720704,0.7508542006294028,3,0,0
1.2398409013134513,0.8536198548731693,3,0,0
1.2578543179783106,0.9546796338672769,3,0,0
1.2717520628224774,1.0518239533145706,3,0,0
1.2821010011349048,1.1428738383736352,1,0,0
1.2894871878952971,1.225732655200706,1,0,0
1.2945028828317378,1.298437842491575,1,0,0
1.2997449502327252,1.4065178351971115,1,0,0
1.3010700014139467,1.439103464578328,1,0,0
1.3021959483198187,1.4560605754402545,1,0,0
1.302344762095512,1.4570509926809487,1,0,0
1.3024980166283433,1.4577880337955547,1,0,0
1.302576543168149,1.458061398109665,1,0,0
1.3026163215217859,1.4581742708493408,1,0,0
1.3026564584121305,1.4582712640565347,1,0,0
1.3026969651091422,1.4583523733412314,1,0,0
1.3027173606370541,1.458386970261678,1,0,0
1.3027378528097568,1.4584175947557778,1,0,0
1.3027584430153933,1.4584442463994503,1,0,0
1.302768775313096,1.4584560822774595,1,0,0
1.3027791326374933,1.4584669247964506,1,0,0
1.3027895151608073,1.458476773911249,1,0,0
